iter	RMSE
285	350.5497877
286	350.1523902
287	349.8169459
288	349.233538
289	348.9472981
290	348.7784832
291	348.3862092
292	348.1206414
293	347.7791347
294	347.6312295
295	347.3255639
296	346.5103393
297	346.269684
298	346.1466832
299	345.6703606
300	345.2497884
301	344.7822423
302	344.5444329
303	344.0160253
304	343.6909515
305	342.9505404
306	342.580083
307	341.9972454
308	341.4176002
309	341.017548
310	340.8024302
311	340.670157
312	340.06407
313	339.4195015
314	338.9880506
315	338.5014535
316	337.8267032
317	337.4762585
318	337.1337634
319	336.7456363
320	336.638004
321	336.260324
322	335.74661
323	335.595323
324	335.2696459
325	335.1437196
326	334.5828463
327	334.331321
328	333.8189652
329	333.4087778
330	333.2599345
331	332.2362767
332	331.8154996
333	330.6547194
334	330.4338303
335	330.3263097
336	329.5684833
337	328.4045441
338	328.1835578
339	328.0399144
340	327.3092638
341	326.225946
342	325.6400028
343	325.5382768
344	324.9520188
345	324.8529238
346	324.0154155
347	322.8905129
348	322.6154936
349	321.4603993
350	321.0423278
351	320.6838697
352	320.3977525
353	320.2712224
354	319.7816499
355	319.3359402
356	319.1002939
357	318.9895692
358	318.5653527
359	317.9663554
360	316.80606
361	315.695484
362	315.4013699
363	314.8750224
364	314.5062011
365	314.1563245
366	313.962155
367	313.6469216
368	313.2294824
369	312.9428412
370	312.8537867
371	312.5089317
372	312.1277318
373	311.8511652
374	311.5293537
375	310.8296285
376	310.2066542
377	310.041759
378	309.7330418
379	308.6883805
380	308.2836153
381	308.1504188
382	307.4304933
383	307.1436188
384	306.4628462
385	306.2138154
386	305.9395007
387	304.9881282
388	304.5009108
389	304.2654793
390	303.4004607
391	303.1437398
392	302.5413827
393	302.1630781
394	301.7263518
395	301.2491502
396	300.9725158
397	300.6521709
398	300.3765181
399	300.009649
400	299.5377958
401	299.1930286
402	298.9698295
403	298.6856836
404	298.1469418
405	297.9652831
406	297.3304366
407	297.2466576
408	296.9935764
409	296.6372293
410	296.1586218
411	295.3612081
412	294.9122045
413	294.144702
414	293.8194716
415	293.443513
416	293.0169825
417	292.9267077
418	292.5034336
419	292.4279404
420	291.7025492
421	291.3017805
422	290.6481926
423	290.0507088
424	289.3912608
425	289.294502
426	288.8743355
427	288.5686739
428	288.1943498
429	287.6199272
430	287.2227811
431	286.8234271
432	286.0770416
433	286.0003984
434	285.8449934
435	285.2040088
436	284.6627181
437	284.5012568
438	284.2380709
439	283.908232
440	283.1683841
441	282.817164
442	282.4763151
443	282.3802104
444	282.2929419
445	281.8865996
446	281.8013089
447	281.7175465
448	281.1063691
449	280.8588283
450	280.2698892
451	280.2062043
452	279.9014654
453	279.6196811
454	279.5414786
455	279.4649823
456	279.2098286
457	278.8452558
458	278.3562771
459	278.0102418
460	277.7610331
461	277.5290548
462	277.1796816
463	277.0167996
464	276.6890086
465	276.4371951
466	275.7713654
467	275.3555591
468	275.1268345
469	274.8476946
470	274.5530322
471	274.0307993
472	273.7197486
473	273.2687117
474	273.110833
475	272.8301726
476	272.1239641
477	271.9543513
478	271.6131328
479	271.5257952
480	271.2053349
481	270.874449
482	270.6071033
483	270.5338735
484	270.4447576
485	270.3543866
486	269.7441659
487	269.6818487
488	269.6138351
489	269.1553315
490	268.958802
491	268.6455508
492	268.5383278
493	267.99266
494	267.9622197
495	267.786899
496	267.6082819
497	267.4175232
498	267.3673523
499	267.1184064
500	267.0243035
501	266.6101762
502	266.2759128
503	265.9398186
504	265.7842452
505	265.6003272
506	265.5382447
507	265.2615684
508	265.2011364
509	264.7442722
510	264.3078846
511	263.9400386
512	263.5732813
513	263.5347369
514	263.1253758
515	262.5597174
516	262.5224508
517	261.8546319
518	261.6730281
519	261.4821132
520	261.4457732
521	261.2646355
522	261.1180915
523	261.0819967
524	260.5487125
525	260.3868924
526	260.0031258
527	259.8401015
528	259.6924607
529	259.2661397
530	258.9381589
531	258.7944498
532	258.6094082
533	258.5747469
534	258.3856058
535	258.0994467
536	257.8154814
537	257.6587778
538	257.5730956
539	257.3155395
540	257.0694098
541	256.7816428
542	256.1528095
543	256.0199532
544	255.8607986
545	255.7008376
546	255.4101335
547	255.0689379
548	254.8234409
549	254.6123572
550	254.5617318
551	254.255837
552	254.0340825
553	253.832671
554	253.716892
555	253.3193832
556	253.2696153
557	252.9012749
558	252.7220419
559	252.6026221
560	252.3317687
561	252.1960527
562	251.9759059
563	251.5940596
564	251.5286513
565	251.3047764
566	251.1767079
567	251.0672745
568	251.0371631
569	251.0009394
570	250.8219924
571	250.5903642
572	250.1619581
573	250.1325551
574	249.8619338
575	249.6992034
576	249.4403425
577	249.2318598
578	248.8673359
579	248.479804
580	248.1434173
581	247.8599936
582	247.7191215
583	247.3414801
584	247.1635118
585	247.0442371
586	246.9026585
587	246.8236031
588	246.3665192
589	246.3386628
590	246.3109306
591	246.2185772
592	245.8693035
593	245.8461462
594	245.6205538
595	245.5936357
596	245.5122912
597	245.0894162
598	245.0627285
599	244.9162659
600	244.8191312
601	244.6474027
602	244.5292344
603	244.5031927
604	244.4782703
605	244.2666299
606	244.1318893
607	243.8939148
608	243.8696832
609	243.7242022
610	243.5041016
611	242.9695821
612	242.6337484
613	242.368445
614	242.3440331
615	242.1114864
616	241.994115
617	241.8855213
618	241.6997795
619	241.4729559
620	241.4500881
621	240.9432124
622	240.9138428
623	240.6730529
624	240.180504
625	240.1582895
626	240.0579512
627	239.6394129
628	239.4756658
629	239.301912
630	239.1337595
631	238.9440921
632	238.8462022
633	238.5975075
634	238.3676498
635	238.1473493
636	237.8117087
637	237.6708773
638	237.5044006
639	237.108122
640	236.8975503
641	236.4390939
642	236.2132386
643	235.9126149
644	235.8031302
645	235.7378926
646	235.5229029
647	235.3837386
648	235.0485245
649	234.7316281
650	234.5845502
651	234.3400213
652	234.2497421
653	234.1423056
654	234.0343553
655	233.8503554
656	233.6335553
657	233.4554859
658	233.3006074
659	233.121559
660	232.9988622
661	232.9148323
662	232.6285015
663	232.2803985
664	232.0242154
665	231.8334259
666	231.6072558
667	231.2627833
668	231.2422443
669	231.0672377
670	230.9523326
671	230.8135898
672	230.6761243
673	230.5766126
674	230.4266289
675	230.1914066
676	230.0850189
677	229.7874256
678	229.5352854
679	229.2283867
680	229.0160308
681	228.7971747
682	228.429087
683	228.2128211
684	227.8502524
685	227.7022006
686	227.5641922
687	227.4327035
688	227.2906603
689	227.1049993
690	226.705965
691	226.6067092
692	226.4019838
693	226.1819281
694	225.8937633
695	225.6558849
696	225.3451801
697	225.2054952
698	224.9768683
699	224.5573639
700	224.3784285
701	224.0287163
702	223.8274522
703	223.6342411
704	223.5252564
705	223.4069219
706	223.1092013
707	222.9561976
708	222.6429637
709	222.4360171
710	222.2460444
711	222.1045924
712	221.9331122
713	221.7513031
714	221.7189815
715	221.4962694
716	221.3156515
717	221.2981364
718	220.8895788
719	220.6785383
720	220.5638815
721	220.4206141
722	220.2249123
723	220.0982321
724	219.9628878
725	219.7689901
726	219.6187038
727	219.3157864
728	219.1858225
729	219.0989816
730	218.9166872
731	218.7590964
732	218.5778097
733	218.5013784
734	218.3047328
735	218.2106239
736	218.1011307
737	217.9655595
738	217.8741093
739	217.7582893
740	217.6487068
741	217.5233785
742	217.4133591
743	217.278298
744	217.1513092
745	217.0457684
746	216.9949327
747	216.905423
748	216.6829605
749	216.4899555
750	216.3312095
751	216.0653011
752	215.8952775
753	215.757858
754	215.5481758
755	215.4574098
756	215.2198222
757	215.2042264
758	215.1887881
759	214.9917468
760	214.9109183
761	214.6962829
762	214.5173167
763	214.5027002
764	214.4789445
765	214.2962829
766	214.2821723
767	214.0680328
768	213.9057285
769	213.7151157
770	213.638011
771	213.4214697
772	213.1592386
773	213.1454239
774	213.0698656
775	212.9641113
776	212.783037
777	212.7095584
778	212.5721457
779	212.5591807
780	212.3983879
781	212.386038
782	212.2433096
783	212.2149919
784	212.0442222
785	211.7893472
786	211.6776776
787	211.5817247
788	211.4405899
789	211.3503918
790	211.2303475
791	210.9534089
792	210.8160286
793	210.7995055
794	210.6197844
795	210.4406347
796	210.2748215
797	210.0309504
798	209.8886331
799	209.7756735
800	209.6306385
801	209.5444076
802	209.3512566
803	209.1075636
804	209.0153861
805	208.8980598
806	208.8032355
807	208.7035874
808	208.504758
809	208.32202
810	208.1488634
811	207.9334491
812	207.8990149
813	207.7992883
814	207.5404526
815	207.3775231
816	207.1110199
817	207.0291444
818	207.0178846
819	206.8761724
820	206.8636145
821	206.6318793
822	206.5166507
823	206.3706991
824	206.2660154
825	206.2553782
826	206.0801796
827	205.9480497
828	205.8400368
829	205.7732075
830	205.6457105
831	205.635777
832	205.4502396
833	205.245072
834	205.0344447
835	204.7957041
836	204.5711146
837	204.5177072
838	204.4315512
839	204.2569672
840	204.1833118
841	204.0437104
842	203.7671781
843	203.6471335
844	203.3905087
845	203.1830314
846	203.0933305
847	202.9175181
848	202.7180391
849	202.6429443
850	202.4882692
851	202.3160378
852	202.2237481
853	202.2134625
854	202.1237374
855	202.0243066
856	202.009388
857	201.8754906
858	201.7960955
859	201.6318302
860	201.5425124
861	201.3256988
862	201.2408035
863	201.1454084
864	201.0339822
865	200.8430526
866	200.7925665
867	200.6391555
868	200.5404554
869	200.4706295
870	200.3846338
871	200.3083124
872	200.1508811
873	200.0762933
874	199.874317
875	199.7200355
876	199.6481534
877	199.5094087
878	199.3581871
879	199.3489237
880	199.3386149
881	199.3301837
882	199.3214779
883	199.1664352
884	198.9550521
885	198.7869589
886	198.7773389
887	198.5539855
888	198.4279164
889	198.3172177
890	198.2295461
891	198.075284
892	198.0356169
893	197.9564198
894	197.9471898
895	197.9379637
896	197.8993444
897	197.8027512
898	197.6665848
899	197.6060435
900	197.3903184
901	197.2966649
902	197.2170697
903	197.0272668
904	196.9338804
905	196.8617023
906	196.808871
907	196.753461
908	196.6478353
909	196.5642592
910	196.3042151
911	196.1985391
912	196.1912711
913	196.0373122
914	195.899018
915	195.7882277
916	195.7811404
917	195.6989638
918	195.5614893
919	195.5137259
920	195.4847378
921	195.3287824
922	195.2358969
923	195.1337434
924	195.1210181
925	195.0678803
926	195.0219607
927	195.015157
928	194.9446108
929	194.8784002
930	194.8134943
931	194.7713258
932	194.7278745
933	194.5831751
934	194.3787556
935	194.3105731
936	194.2500851
937	194.051054
938	194.0443499
939	193.9811887
940	193.8781138
941	193.7822804
942	193.617051
943	193.4344702
944	193.3129901
945	193.252398
946	193.2460438
947	193.1914182
948	193.0488796
949	192.9391803
950	192.9329617
951	192.7977256
952	192.6994066
953	192.6092695
954	192.5662877
955	192.5602079
956	192.5028528
957	192.4079395
958	192.3487344
959	192.2945183
960	192.0643393
961	191.9647958
962	191.8360011
963	191.7950996
964	191.7078698
965	191.6127693
966	191.5052697
967	191.4150478
968	191.3052341
969	191.2097091
970	191.0980908
971	191.0922557
972	190.9845981
973	190.9794196
974	190.8846992
975	190.75673
976	190.7513946
977	190.5505002
978	190.4229713
979	190.4181127
980	190.3275686
981	190.186245
982	190.0932373
983	189.9803706
984	189.9344286
985	189.9296647
986	189.9249961
987	189.7642866
988	189.6949209
989	189.5640921
990	189.4193493
991	189.3326723
992	189.2500596
993	189.2445589
994	189.1378914
995	189.059629
996	189.0408521
997	188.9565463
998	188.8515053
999	188.8221361
