iter	RMSE
185	155.8169128
186	155.5026527
187	155.2441417
188	155.0169635
189	154.8470427
190	154.6920705
191	154.5532294
192	154.3942437
193	154.1177305
194	153.8855877
195	153.5748225
196	153.2236139
197	152.9952389
198	152.7394368
199	152.4700099
200	152.2938655
201	151.951055
202	151.8365953
203	151.6740162
204	151.5014942
205	151.2819882
206	150.8976922
207	150.8665718
208	150.4916343
209	150.2491131
210	150.0033972
211	149.7688906
212	149.6903215
213	149.4720969
214	149.2917815
215	149.0450853
216	148.8588256
217	148.650512
218	148.4393154
219	148.3471159
220	148.1373373
221	147.8430252
222	147.6097421
223	147.2061233
224	146.9002022
225	146.7118219
226	146.6837282
227	146.3346916
228	146.1062504
229	145.8637315
230	145.8190216
231	145.6734128
232	145.5030359
233	145.236287
234	145.1083245
235	144.8017979
236	144.6740023
237	144.6456244
238	144.60104
239	144.3428279
240	144.1795549
241	144.0891676
242	143.8117769
243	143.7837604
244	143.7586149
245	143.7338084
246	143.7137837
247	143.3858294
248	143.2341031
249	143.2078731
250	143.1592003
251	143.1187261
252	143.0966746
253	142.8690726
254	142.6643066
255	142.6465723
256	142.6278953
257	142.3503872
258	142.2424896
259	141.9392741
260	141.8701989
261	141.8196062
262	141.7919813
263	141.7285518
264	141.4562351
265	141.3780678
266	141.1916819
267	141.0271288
268	140.8404614
269	140.6617792
270	140.5572105
271	140.4991324
272	140.2886348
273	140.1755834
274	140.1498688
275	139.9476302
276	139.891534
277	139.7880541
278	139.7714306
279	139.7534739
280	139.6809458
281	139.2238841
282	139.0607368
283	138.9210957
284	138.490695
285	138.400505
286	138.1753552
287	137.819903
288	137.7977762
289	137.4665837
290	137.4296488
291	137.3731185
292	137.3230378
293	137.0809472
294	137.0463543
295	136.7935239
296	136.7755212
297	136.4448338
298	136.4270926
299	136.414409
300	136.0103442
301	135.92104
302	135.773794
303	135.5844491
304	135.3516859
305	135.3175132
306	135.0740531
307	135.0288369
308	134.8359223
309	134.7218274
310	134.697359
311	134.6398107
312	134.3394757
313	134.2659402
314	134.2360879
315	133.9373987
316	133.6786528
317	133.4632776
318	133.3013106
319	133.1263636
320	132.8835956
321	132.5715156
322	132.3519593
323	132.2042734
324	132.0974375
325	131.947999
326	131.821276
327	131.6993008
328	131.6007093
329	131.5331732
330	131.39091
331	131.0777098
332	130.7987427
333	130.6316298
334	130.4970256
335	130.2862108
336	130.2719123
337	130.1384095
338	129.9170705
339	129.9024322
340	129.7533439
341	129.6468995
342	129.6153265
343	129.3987065
344	129.3723357
345	129.1809376
346	129.1513706
347	128.9008316
348	128.8328068
349	128.6236132
350	128.2306914
351	128.0413964
352	127.7017442
353	127.48537
354	127.240806
355	127.1542272
356	126.964221
357	126.8911978
358	126.8358868
359	126.6317103
360	126.5777509
361	126.5214973
362	126.4668735
363	126.2783664
364	125.9618522
365	125.6771783
366	125.6054844
367	125.5559814
368	125.4242461
369	125.4090029
370	125.1766363
371	125.0123412
372	124.8163576
373	124.7469414
374	124.4543359
375	124.0847517
376	123.9840905
377	123.9112586
378	123.8066183
379	123.717104
380	123.4729209
381	123.2804666
382	123.0981362
383	122.8063386
384	122.5688632
385	122.3438457
386	122.2781855
387	122.1339854
388	121.9918412
389	121.7214784
390	121.5513158
391	121.3055845
392	121.124489
393	120.9623624
394	120.8973051
395	120.6278826
396	120.4608279
397	120.3616068
398	120.1768448
399	120.1326576
400	120.0170684
401	119.8269854
402	119.6355105
403	119.5282509
404	119.3670714
405	119.2296454
406	119.1065059
407	118.9805498
408	118.7874915
409	118.6378613
410	118.5534776
411	118.3158241
412	118.1420329
413	118.1267883
414	117.9693306
415	117.8450655
416	117.6224062
417	117.5818994
418	117.2795162
419	117.1644135
420	117.0709123
421	116.8073398
422	116.6949211
423	116.5373897
424	116.3798912
425	116.1174876
426	115.8835032
427	115.8555046
428	115.793627
429	115.6398342
430	115.4992569
431	115.3650636
432	115.2188983
433	115.0067605
434	114.9621958
435	114.7387686
436	114.5348236
437	114.4953882
438	114.2725395
439	114.0699795
440	113.903034
441	113.7803204
442	113.5414653
443	113.3316428
444	113.1901892
445	113.1523198
446	113.0609579
447	112.9344496
448	112.6984496
449	112.6457319
450	112.6085331
451	112.4797699
452	112.3059552
453	112.1010354
454	111.9152224
455	111.7340901
456	111.6078342
457	111.4636786
458	111.2903971
459	111.1816617
460	111.0332343
461	110.8230885
462	110.7338012
463	110.5953144
464	110.5418405
465	110.4616156
466	110.2364537
467	110.1383331
468	110.0280535
469	109.9293221
470	109.8172485
471	109.6421028
472	109.5682389
473	109.4480904
474	109.3845012
475	109.3728199
476	109.3008378
477	109.1761363
478	109.0549165
479	108.9872625
480	108.9225536
481	108.8260784
482	108.8178142
483	108.6537945
484	108.6230119
485	108.5200549
486	108.3965164
487	108.2919871
488	108.2277903
489	108.0389901
490	108.0161939
491	107.902175
492	107.7186453
493	107.571756
494	107.5398888
495	107.3233885
496	107.1926493
497	107.0446992
498	106.9870006
499	106.8905844
500	106.8241047
501	106.7210002
502	106.6307135
503	106.4266227
504	106.3816115
505	106.2647057
506	106.254438
507	106.1680069
508	105.9794326
509	105.7770404
510	105.5935061
511	105.5015822
512	105.3474073
513	105.1990346
514	104.9754045
515	104.847622
516	104.725997
517	104.6106173
518	104.5256944
519	104.4074731
520	104.3556289
521	104.2304468
522	104.1278326
523	104.1012
524	104.0161933
525	103.8705512
526	103.705533
527	103.5045971
528	103.4456127
529	103.403552
530	103.2728984
531	103.1078295
532	102.9219645
533	102.7432652
534	102.6691742
535	102.5899351
536	102.4747931
537	102.3532045
538	102.2615224
539	102.1054325
540	101.9897396
541	101.9016029
542	101.8070836
543	101.7319378
544	101.62554
545	101.5539227
546	101.5494144
547	101.4789277
548	101.3892313
549	101.3233556
550	101.1232845
551	100.9296905
552	100.7947767
553	100.731279
554	100.5666796
555	100.3953375
556	100.3093407
557	100.3043731
558	100.1513415
559	99.96840105
560	99.79075162
561	99.71145723
562	99.57153479
563	99.49024535
564	99.42215108
565	99.30930672
566	99.21670897
567	99.10983664
568	99.04990016
569	98.95873019
570	98.8265269
571	98.6793518
572	98.62673424
573	98.53822852
574	98.43945195
575	98.28718081
576	98.18882794
577	98.01929782
578	97.95107198
579	97.78572256
580	97.74493483
581	97.58287455
582	97.40859425
583	97.25343524
584	97.14287212
585	97.02746209
586	96.8860074
587	96.7964548
588	96.71858524
589	96.59981359
590	96.53644539
591	96.37304865
592	96.21292818
593	96.07174972
594	95.93928508
595	95.84617346
596	95.70618493
597	95.70213726
598	95.56608125
599	95.44144202
600	95.2943649
601	95.15774806
602	95.15348246
603	95.05338208
604	94.96880801
605	94.81514579
606	94.72570647
607	94.65675528
608	94.51038302
609	94.44076694
610	94.35721312
611	94.28761338
612	94.18292626
613	94.12371261
614	94.02340742
615	93.9620966
616	93.83492823
617	93.69334919
618	93.62915519
619	93.52389268
620	93.38365192
621	93.28287201
622	93.17220267
623	93.05317738
624	92.96015632
625	92.86795255
626	92.78151466
627	92.63871219
628	92.60213646
629	92.48060284
630	92.41480773
631	92.29068177
632	92.24192397
633	92.12550471
634	92.01966027
635	91.93041908
636	91.86977213
637	91.76620804
638	91.64638127
639	91.54739691
640	91.45380948
641	91.37014564
642	91.31162306
643	91.23452736
644	91.1188458
645	91.11554736
646	91.05205343
647	90.97895443
648	90.90439794
649	90.76605332
650	90.70500543
651	90.63276805
652	90.49201726
653	90.44029786
654	90.27069163
655	90.19808034
656	90.14520023
657	90.13516421
658	90.033758
659	89.88748565
660	89.81260635
661	89.74920359
662	89.67508339
663	89.6503862
664	89.52593994
665	89.42162801
666	89.28069124
667	89.18719088
668	89.09587105
669	89.07460695
670	89.06256322
671	88.94353211
672	88.80625126
673	88.78236729
674	88.66625388
675	88.53089251
676	88.51941328
677	88.44976825
678	88.43964185
679	88.36387536
680	88.29592823
681	88.16790214
682	88.13767548
683	88.05764941
684	87.96847548
685	87.90316234
686	87.8960542
687	87.84282989
688	87.74078789
689	87.7375653
690	87.72697988
691	87.68457037
692	87.6226826
693	87.55041042
694	87.43620787
695	87.43310412
696	87.36604023
697	87.26545182
698	87.23637585
699	87.17012112
700	87.07938386
701	87.03943747
702	86.95127181
703	86.88778921
704	86.82509417
705	86.77743231
706	86.73393542
707	86.72439105
708	86.68781745
709	86.65426781
710	86.57134829
711	86.45642097
712	86.33332548
713	86.29313774
714	86.21370003
715	86.11026649
716	86.06771021
717	85.94782789
718	85.85235
719	85.73601276
720	85.65135058
721	85.58416494
722	85.52103388
723	85.44980247
724	85.38463338
725	85.32254157
726	85.31570498
727	85.27516954
728	85.23924848
729	85.20306568
730	85.16805466
731	85.07216654
732	85.00434578
733	84.91418713
734	84.76548929
735	84.75967287
736	84.64285939
737	84.52249684
738	84.46775132
739	84.38438238
740	84.33728929
741	84.19802171
742	84.10295073
743	84.00393824
744	83.87917748
745	83.79822043
746	83.75662383
747	83.736114
748	83.68218811
749	83.63455528
750	83.54245549
751	83.45074055
752	83.38458339
753	83.35984938
754	83.30247872
755	83.19713734
756	83.12854649
757	83.07727877
758	82.96093583
759	82.88635185
760	82.84390121
761	82.7461425
762	82.68135765
763	82.62465695
764	82.52048159
765	82.41727747
766	82.34220484
767	82.3174418
768	82.25698533
769	82.21390229
770	82.11286978
771	82.0785957
772	82.04178037
773	81.98629961
774	81.87649704
775	81.8014039
776	81.70759162
777	81.6688747
778	81.60992105
779	81.57001123
780	81.50094462
781	81.48334592
782	81.36305211
783	81.32008035
784	81.25888102
785	81.22568004
786	81.143398
787	81.08853637
788	81.0002956
789	80.92393204
790	80.88683262
791	80.87019486
792	80.8141134
793	80.80645037
794	80.77063589
795	80.69288166
796	80.6716269
797	80.58408223
798	80.53798343
799	80.48601708
800	80.46900974
801	80.42134423
802	80.37718974
803	80.33744255
804	80.30337157
805	80.19329952
806	80.17824398
807	80.07330936
808	79.97150486
809	79.88081469
810	79.78236648
811	79.67019603
812	79.60914408
813	79.5106426
814	79.46484531
815	79.38431789
816	79.30665335
817	79.26175036
818	79.17468884
819	79.05077952
820	78.98763791
821	78.87544892
822	78.83811262
823	78.78077271
824	78.71224838
825	78.62002856
826	78.5847568
827	78.49518652
828	78.43187589
829	78.38673364
830	78.28988694
831	78.16684036
832	78.13027619
833	78.036388
834	78.00272721
835	77.95635103
836	77.90259002
837	77.87162729
838	77.79067007
839	77.77845215
840	77.71490589
841	77.61336897
842	77.52809919
843	77.45267688
844	77.37130647
845	77.34150737
846	77.27776656
847	77.22344202
848	77.16081199
849	77.13285938
850	77.07586041
851	77.04000977
852	76.97727763
853	76.92694111
854	76.85032934
855	76.80423067
856	76.72438073
857	76.67083666
858	76.65418848
859	76.64872762
860	76.62973265
861	76.61424222
862	76.53241887
863	76.46069924
864	76.43115792
865	76.38868638
866	76.34552884
867	76.28413383
868	76.18956712
869	76.13801014
870	76.11381461
871	76.09621582
872	75.99504067
873	75.95890525
874	75.91232364
875	75.87146426
876	75.86640976
877	75.78043365
878	75.75545807
879	75.6803796
880	75.65022526
881	75.62343941
882	75.54597621
883	75.40817187
884	75.32441185
885	75.26683776
886	75.21829577
887	75.14816271
888	75.03881645
889	74.9868175
890	74.93656657
891	74.85781375
892	74.79536507
893	74.69665834
894	74.69211387
895	74.6177734
896	74.53483766
897	74.52987015
898	74.46404652
899	74.41114583
900	74.3382665
901	74.33415471
902	74.27136198
903	74.20562873
904	74.11231635
905	74.03142525
906	73.95362996
907	73.91246925
908	73.81557354
909	73.76858568
910	73.66940817
911	73.60237133
912	73.54250549
913	73.52751327
914	73.51637429
915	73.43832484
916	73.38501595
917	73.34543227
918	73.25387813
919	73.22257455
920	73.21813702
921	73.17921329
922	73.17344857
923	73.12252911
924	73.04326836
925	72.99153309
926	72.91105615
927	72.89935207
928	72.85499619
929	72.81331329
930	72.78363241
931	72.7165693
932	72.66100133
933	72.55667063
934	72.505381
935	72.42573041
936	72.37709841
937	72.37140526
938	72.35506596
939	72.33561632
940	72.28636959
941	72.19909816
942	72.18474593
943	72.15538942
944	72.13476299
945	72.11383942
946	72.05121913
947	71.97560779
948	71.91055248
949	71.86002747
950	71.84862813
951	71.75143334
952	71.69685612
953	71.62499223
954	71.56605434
955	71.52863993
956	71.49246356
957	71.48797916
958	71.46368724
959	71.41230829
960	71.36871134
961	71.36419572
962	71.28604549
963	71.21639859
964	71.19106542
965	71.13718806
966	71.06799479
967	71.01455972
968	70.96417448
969	70.92511424
970	70.88661449
971	70.84734329
972	70.82850134
973	70.79528539
974	70.72757906
975	70.69057645
976	70.64137017
977	70.54427472
978	70.49204567
979	70.45427124
980	70.3911342
981	70.31748463
982	70.26067576
983	70.23011865
984	70.16065106
985	70.08952877
986	70.08667098
987	70.06121167
988	69.97896863
989	69.91461606
990	69.82115052
991	69.75889736
992	69.73729475
993	69.67131197
994	69.61437073
995	69.57880984
996	69.54952162
997	69.49902974
998	69.475405
999	69.44679217
