iter	RMSE
497	284.6759502
498	284.0271447
499	283.6080477
500	283.5739836
501	282.9161019
502	282.4280128
503	282.331928
504	281.3339053
505	281.2128047
506	280.8170558
507	280.4519687
508	280.2435242
509	280.0729175
510	279.7981826
511	279.6093732
512	279.2500006
513	278.6965668
514	278.5125227
515	278.4365481
516	278.1169898
517	278.0767829
518	277.9693181
519	277.9417527
520	277.9105794
521	277.3703285
522	276.8312955
523	276.4278373
524	276.1147833
525	275.9351621
526	275.4218262
527	275.079781
528	275.0467936
529	274.7258518
530	274.3642556
531	274.1869738
532	274.0726057
533	273.6883669
534	273.3169553
535	273.023657
536	272.9016984
537	272.5576791
538	272.3642352
539	272.0644786
540	272.0327827
541	271.8023569
542	271.5254725
543	270.7068548
544	270.3483897
545	269.9907656
546	269.6715779
547	269.3295645
548	269.2345593
549	268.2825564
550	267.7835866
551	267.5330466
552	267.1416436
553	267.1204341
554	266.7849872
555	266.3974605
556	266.1421063
557	266.0441084
558	265.830503
559	265.4717954
560	265.4391797
561	265.3867937
562	265.1048416
563	264.9093161
564	264.6201684
565	264.2771804
566	263.8747988
567	263.8532602
568	263.4704135
569	263.1151558
570	262.760065
571	262.7407834
572	262.510287
573	262.1677375
574	261.8206021
575	261.3410816
576	261.1304726
577	260.8514503
578	260.5527006
579	260.199305
580	259.9352018
581	259.8247166
582	259.4663
583	259.0803071
584	258.6919325
585	258.3686135
586	258.1194053
587	257.7205218
588	257.4880039
589	257.3667755
590	257.1499076
591	256.8419591
592	256.8135907
593	256.3639439
594	256.3388563
595	255.9721578
596	255.7938071
597	255.4860675
598	255.1653548
599	254.8486241
600	254.5535426
601	254.2944296
602	254.0621427
603	253.7741034
604	253.4850872
605	253.166688
606	252.9135358
607	252.683828
608	252.2875755
609	252.1473734
610	251.8748854
611	251.5908082
612	251.3594989
613	251.2274536
614	250.9671322
615	250.8075097
616	250.788102
617	250.5636376
618	250.1892118
619	249.6530005
620	249.5179357
621	249.1385758
622	248.6619092
623	248.4722983
624	248.0932626
625	247.8818783
626	247.7451063
627	247.4983211
628	247.1805844
629	246.9050541
630	246.6699669
631	246.4146087
632	246.1079759
633	246.0839984
634	245.4564367
635	245.4187378
636	245.2241884
637	244.960832
638	244.7303367
639	244.4629013
640	244.1930214
641	243.9641665
642	243.8164009
643	243.5764067
644	243.2752388
645	243.0574583
646	242.8569165
647	242.6230171
648	242.4314189
649	242.2935341
650	242.0093807
651	241.8365408
652	241.8160219
653	241.6738183
654	241.3222531
655	241.1809944
656	240.8952461
657	240.7006473
658	240.3304718
659	239.8488712
660	239.8149068
661	239.6101154
662	239.4202033
663	239.1554282
664	238.8681086
665	238.8510811
666	238.6283962
667	238.4280307
668	238.1652567
669	237.8902919
670	237.6102768
671	237.5936658
672	237.3854448
673	237.1177645
674	236.8769722
675	236.6659789
676	236.4721522
677	236.2143108
678	236.0067109
679	235.7511372
680	235.6017925
681	235.4759952
682	235.2122843
683	235.1647391
684	235.1513805
685	235.0581049
686	234.8582753
687	234.66355
688	234.407019
689	233.9486039
690	233.6136618
691	233.4754025
692	233.3086238
693	232.8937273
694	232.7605519
695	232.5641548
696	232.4256844
697	232.1618591
698	232.0112624
699	231.7162236
700	231.6505296
701	231.3747821
702	231.3364887
703	231.2182596
704	231.1112565
705	230.940438
706	230.7504392
707	230.4937571
708	230.276911
709	230.2110538
710	230.0479449
711	229.83668
712	229.6901627
713	229.5916921
714	229.213736
715	228.9845194
716	228.7515741
717	228.6229268
718	228.3561507
719	228.0762423
720	227.7594793
721	227.532511
722	226.9154533
723	226.6953704
724	226.3281993
725	226.1697488
726	226.0619291
727	225.9981476
728	225.7103417
729	225.4843453
730	225.183182
731	225.1234374
732	225.0492894
733	224.8866329
734	224.7011059
735	224.6202642
736	224.4343164
737	224.3030759
738	224.1079593
739	223.9007957
740	223.7580261
741	223.6004854
742	223.5862762
743	223.463716
744	223.2076073
745	222.9260375
746	222.698309
747	222.3096571
748	222.0712444
749	221.9627466
750	221.8474403
751	221.4599503
752	221.2350325
753	221.1401537
754	220.9468974
755	220.8333129
756	220.6664587
757	220.5571265
758	220.3481794
759	220.19429
760	220.1567537
761	219.8983136
762	219.8855593
763	219.6206464
764	219.1832224
765	218.8230884
766	218.6610189
767	218.5267039
768	218.3180353
769	218.082564
770	217.9829356
771	217.7445155
772	217.6000697
773	217.4940702
774	217.3452348
775	217.3296847
776	217.2095527
777	217.0056862
778	216.8059015
779	216.416058
780	216.275274
781	216.1346751
782	216.124134
783	215.8131585
784	215.7469383
785	215.7103421
786	215.6987575
787	215.5933542
788	215.3786174
789	215.2445663
790	215.1057259
791	214.8824001
792	214.6108706
793	214.4202854
794	214.2569439
795	214.048309
796	213.7220885
797	213.5934562
798	213.4943481
799	213.425741
800	213.2103032
801	213.1993217
802	213.0912647
803	212.7293649
804	212.5176845
805	212.2984136
806	212.1533114
807	212.0194065
808	211.7615421
809	211.4901084
810	211.1543937
811	210.8260478
812	210.7229008
813	210.5013745
814	210.3832018
815	210.1907372
816	210.0924434
817	209.9459596
818	209.7925569
819	209.6406189
820	209.3415078
821	209.0807501
822	208.8892555
823	208.6695586
824	208.4840723
825	208.2554537
826	208.0838387
827	207.8652925
828	207.7390458
829	207.6655463
830	207.5396531
831	207.4544683
832	207.179254
833	207.0346075
834	206.8594256
835	206.6998353
836	206.376966
837	206.2922827
838	206.1742247
839	206.0498166
840	205.7888272
841	205.6332129
842	205.4802726
843	205.2811246
844	205.0159291
845	204.9905325
846	204.7909574
847	204.5667139
848	204.4141562
849	204.2335942
850	204.1734626
851	203.9362424
852	203.699983
853	203.4822085
854	203.3532206
855	203.2583661
856	203.2494678
857	203.1748641
858	203.0711599
859	202.8988905
860	202.740511
861	202.6879003
862	202.666519
863	202.5341049
864	202.3927349
865	202.2618567
866	202.1477178
867	202.0414083
868	201.9154409
869	201.5911314
870	201.4390289
871	201.2891302
872	201.1408019
873	201.0798453
874	200.8083649
875	200.5688304
876	200.4722295
877	200.2546541
878	200.1178884
879	199.9742332
880	199.7290709
881	199.6766099
882	199.5100573
883	199.2289845
884	199.0676393
885	198.9682371
886	198.7970232
887	198.7259514
888	198.5830098
889	198.4293839
890	198.275759
891	198.0742813
892	198.0624423
893	197.8259427
894	197.4224937
895	197.2882197
896	197.1737159
897	197.0461357
898	196.7849878
899	196.7602366
900	196.6183839
901	196.4931977
902	196.403483
903	196.2662706
904	196.1691655
905	196.0542954
906	195.9638466
907	195.8163496
908	195.6686209
909	195.5723208
910	195.3806777
911	195.1952552
912	194.9661702
913	194.794587
914	194.6199999
915	194.5381956
916	194.3145713
917	194.199401
918	193.9078671
919	193.7595427
920	193.6829221
921	193.5233291
922	193.4045755
923	193.2913858
924	193.2796133
925	193.2107409
926	193.2034098
927	193.150441
928	192.9651412
929	192.8007753
930	192.6023402
931	192.338885
932	192.2290424
933	191.9625266
934	191.7959665
935	191.5809131
936	191.4144199
937	191.3045624
938	191.2001092
939	191.1731574
940	190.9719645
941	190.7575764
942	190.6002162
943	190.3138883
944	190.14643
945	190.0629169
946	189.876109
947	189.8676535
948	189.5329936
949	189.4831819
950	189.3064385
951	189.2090818
952	189.1003201
953	188.9975265
954	188.8898416
955	188.7953082
956	188.6403092
957	188.4710428
958	188.4001493
959	188.2023831
960	188.0962168
961	188.0321261
962	187.7819562
963	187.7528468
964	187.6441641
965	187.5267649
966	187.5152014
967	187.1840514
968	187.1752608
969	187.1266024
970	186.8213083
971	186.7084823
972	186.6124113
973	186.5364852
974	186.3847181
975	186.2625811
976	185.941467
977	185.7563862
978	185.5658916
979	185.2962372
980	185.1984334
981	185.0828477
982	184.9723716
983	184.9055816
984	184.8559028
985	184.7092167
986	184.6376672
987	184.3190098
988	184.272013
989	183.9999497
990	183.8666922
991	183.7913092
992	183.5447145
993	183.3757933
994	183.1572156
995	183.0965453
996	183.0390194
997	182.8754732
998	182.8175778
999	182.6588298
